id,text,title,skills
job-00175,"NATIONAL HOT ROD ASSOCIATION
Senior Staff Accountant
Who we are:At the National Hot Rod Association, we crave speed. We race the fastest vehicles in motorsports at speeds of more than 300 mph, with power exceeding 11,000 hpNHRA is the most extreme sport on the planet! At NHRA, we believe in Speed for All, which provides competition opportunities for all drivers, from street-car owners to professional racers. NHRA also offers career-driven opportunities off-track and behind the scenes. We serve content to our highly engaged audiences on-site at events, on the Fox broadcast and Fox Sports networks, at NHRA.com, through our live streaming service NHRA.TV, and within the pages of our publication, National DRAGSTER. Our team supports the infrastructure of local grassroots-level racing all the way up to the professional touring series all across the country, as well as our corporate offices and remote functions.
If you are looking to join a dynamic and high-speed organization in the sports and entertainment space, have the drive to innovate and the satisfaction of seeing your work in action, read on
The Job: The Senior Staff Accountant responsibilities include, but are not limited to, general ledger accountability, financial reporting, as well as financial profitability analysis and other special projects as assigned.
Primary Responsibilities:Prepares asset, liability, and capital account entries by compiling and analyzing account information.Summarizes current financial status by collecting information, preparing balance sheet, profit and loss statement, and other reports.Reviews and reconciles breakdown of expenditures.File state sales and use tax across multiple jurisdictions, also including property taxes.Assist with annual external audit by preparing assigned schedules for the annual and interim audit.Regularly maintain detailed reconciliations of all balance sheet accountsAssist with special projects assigned by management.May direct other clerical accounting employees in the support functions of finance and accounting.Performs similar job-related duties as assigned.
Minimum SkillsExperienceEducation Requirements:Bachelors degree in business administration or accounting required.Must have a minimum of 3 years of staff accountant experience.CPA preferred.Must have strong analytical skills coupled with excellent knowledge of basic accounting principles.Must be able to communicate effectively in writing and verbally to all levels of management.Must be able to effectively handle multiple projects simultaneously in a deadline driven environment.Must be comfortable working independently and reporting to all functional leaders of the Company.
Physical Requirements:Able to work at a computer all day.Ability to talk on the phone as needed.No heavy lifting required.",NATIONAL HOT ROD ASSOCIATION,accounting;reporting;sales
job-00176,"Seeking multiple experienced engineers to focus on digital design, verification, and software development for FPGAs used in high-performance, ultra low-latency electronic trading systems. 
Qualifications: 3-10 years experience with digital logicsoftware design for FPGAs Bachelor's degree in Computer Science, Engineering, or relatedExcellent debugging and design verification skillsUnixLinux operating systems experienceCC++ expertise (required)Verilog (preferred)
Location: New York City or Greater Boston Area 
Compensation: $150k-250k base salary + additional bonus","Seeking multiple experienced engineers to focus on digital design, verification,…",
job-00177,"TITLE: Senior Joint Interest AccountantABOUT THE COMPANY: W&T Offshore, Inc. (NYSE: WTI) is a thriving, independent oil and natural gas producer operating in the Gulf of Mexico, the second-largest producing basin in the U.S. for nearly four decades. ABOUT OUR EMPLOYEES: We have built a team of talented and collaborative individuals who are committed to cultivating a culture of integrity, honesty, trust, respect, and communication. Our mission is to attract and retain like-minded team members who will grow and prosper within our W&T community. W&T offers a competitive total rewards program designed to provide competitive pay, health and financial benefits, and work-life balance.WORKING LOCATION: Houston Office - 5718 WESTHEIMER RD 77057FULL-TIMEPART-TIME: Full-Time.SCHEDULE: M-T, 9 hours (in-office)F, 4 hours (remote)FLSA STATUS: Salaried - Non ExemptPOSITION SUMMARY: The Senior Joint Interest Accountants primary responsibilities include reverse and rebook entries, master data maintenance, monthly JIB processing, cost allocations, monthly journal entries, preparation of month, quarter and year-end account reconciliations, analytics, and the preparation of internal documents and analyses used in the closing and reporting processes. The Joint interest accountant is a leader with a strong working knowledge of joint interest and the ability to effectively communicate. PRIMARY RESPONSIBILITIES:Analyze and prepare monthly and quarterly close transactionsCalculate monthly capital and LOE accrualsAnalyze AFE expenditures for accuracy and completenessPerform analytics and account reconciliationsInvestigate joint interest billing discrepanciesEnsure transactional compliance with SOX, JOAs, and COPAS and guidelinesExecute monthly operated joint interest billing processAnalyze JIB variances and provide explanations with supporting documentationCreate payout calculations quarterlyAnalyze and prepare accounts receivable reconciliationKnowledge and execution of production handling agreementsReview and process non-operated joint interest billings via EnergyLinkInterpret purchase and sales agreementsAnalyze boat, helicopter, and fuel logs for proper billingEffectively communicate with internal departments and external partnersPerform and assume other duties and responsibilities at the direct of the Joint Interest Accounting Supervisor & Director, Expenditure AccountingContinuously work to enhance and improve processes while adhering to GAAP and internal control policies KNOWLEDGE, EDUCAITON & EXPERIENCE:Bachelors degree in Business Administration, Accounting, or related discipline5+ years of joint interest accounting experience at an exploration and production companyEnergyLink experienceP2 BOLO (including DAVfinancial statement interface, P2 AFEDocVueProcureItJoint Operating Agreement (JOA) knowledgeCOPAS Accounting Procedure knowledgeM&AESSENTIAL FUNCTIONS:
Successful job applicants will be able to perform these functions. Reasonable accommodations will be made to enable individuals with disabilities to perform the essential functions.Report to the Corporate Office daily and adhere to scheduleAbility to access, input, and retrieve information from a computer andor electronic deviceAbility to have face to face conversations with stakeholders, peers and executive managementAbility to sit or stand for long periods of time and move around work environment as neededComply with company policies and procedurePHYSICAL REQIREMENTS: Requires prolonged sitting, some bending and stoopingOccasional lifting up to 10 lbs.Manual dexterity sufficient to operate a computer keyboard and calculator This description is intended to describe the type of work being performed by a person assigned to this position. It is not an exhaustive list of all duties and responsibilities required by the employee. W&T Offshore is an Equal Opportunity Employer and is committed to the principles of equal employment opportunity for all employees and applicants for employment. W&T Offshore Inc. offers competitive total rewards including health & welfare benefits, 401k match, competitive pay and an annual bonus program (STI).W&T Offshore does not offer sponsorship of employment-based nonimmigrant visa petitions for this role.","TITLE: Senior Joint Interest AccountantABOUT THE COMPANY: W&T Offshore, Inc. (NY…",accounting;communication;reporting;sales
job-00178,"Provides analysis to different functions such as ManufacturingOperations, SIOP, Sales, Customer Service, Sourcing, Finance, Digital and management of the entire business in reviewing, analyzing, documenting and validating user requirements, applications and processes. Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business growth in the current and new revenue streams.
Key Responsibilities
Gathers and evaluates data from multiple sources. Analyzes, reconciles and identifies measurable opportunities for improvement. Identifies and implements audit processes to ensure data issues are identified, tracked, reported and resolved in a timely manner. Develops and maintains processes to continuously monitor data quality and integrity across the business. Creates and maintains workflows and approval processes based on internal stakeholder requirementsActs as subject matter expert for new processes, KPIs, and data management. Collaborates with external and internal customers to analyze information needs and functional requirements. Partners with various leaders to design optimal solutions that meet the business needs of our internal and external customers. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy. Develop custom data models and algorithms to apply to data sets. Mine and analyze data from company databases and web platforms to drive optimization and improvement of product development, marketing techniques and business strategies. Assess the effectiveness and accuracy of new data sources and data gathering techniques. 
Professional ExperienceQualifications
Have at least 3-5 years of experience as Data Analyst or a related field. Candidate must possess at least a Bachelors Degree. Detail oriented and accurate. Proficient in MS Excel (including pivot tables). Strong analytic skills related to working with structured and unstructured datasets. Flexible, able to work on own initiative, deal with more than one project at a time, can work under pressure and tight deadlines, and prioritize tasks accordingly. Very good communication skills, verbal and written. Self-starter and a strong team player. Sophisticated problem-solverHigh knowledge of Power BI or similar analytics toolsStrong knowledge of Google Analytics, Adobe Analytics or other web analytics platforms. Python andor R language experienceSolid experience building Microsoft Power Apps and in Power AutomateExperience in visualizationStrong understanding of SQLOracle Knowledge
Benefits
Medical, Dental, Vision and Prescription Drug CoverageSpending accounts (HSA, Health Care FSA and Dependent Care FSA)Paid Time Off and Holidays401k Retirement Plan with Matching Employer ContributionsLife and Accidental Death & Dismemberment (AD&D) InsurancePaid LeavesTuition Assistance
About Regal Rexnord
Regal Rexnord Corporation (Regal Rexnord) is a leading manufacturer of electric motors, electrical motion controls, power generation and mechanical power transmission products and sub-systems, serving customers around the world in the general industrial, consumer, commercial construction, food & beverage, and alternative energy end markets, among others. Regal Rexnord sells its products and solutions to OEMs, through distributors, and directly to end-users. Regal Rexnord is a $7.2B company with 36,000 associates globally.
You may not know it, but Regal Rexnord impacts your life every day. The companys products enable the fans in HVAC systems that keep us comfortable; the power source that keeps smart buildings running; the agricultural and food service equipment that keeps us fed; and the conveyer systems that keep e-commerce flowing, to name a few of the applications where our products are used.
Regal Rexnords business purpose is to create a better tomorrow by energy-efficiently converting power into motion. This means creating innovative solutions while focusing on both customer needs and the companys commitment to sustainability. The companys industrial powertrain and automation solutions offerings are an important part of the company's growth strategy. The companys strategy includes leveraging 8020 to prioritize all activities, including product excellence, operational excellence and commercial excellence (i) driving organic sales growth through the introduction of innovative new products, with a particular focus on improving energy efficiency, (ii) establishing and maintaining new customers, as well as developing new opportunities with existing customers, (iii) participating in higher growth end markets and geographies, and (iv) identifying and consummating strategic, value creating acquisitions.
Equal Employment Opportunity Statement
Regal Rexnord is an Equal Opportunity and Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sexgender, sexual orientation, gender identity, age, ancestry, national origin, marital status, citizenship status (unless required by the applicable law or government contract), disability or protected veteran status or any other status or characteristic protected by law. Regal Rexnord is committed to a diverse and inclusive workforce. We are committed to building a team that represents diverse and inclusive backgrounds, perspectives, and skills.
Notification to Agencies: Please note that Regal Rexnord Corporation and its affiliates and subsidiaries (""Regal Rexnord"") do not accept unsolicited resumes or calls from third-party recruiters or employment agencies. In the absence of a signed Master Service Agreement or similar contract and approval from HR to submit resumes for a specific requisition, Regal Rexnord will not consider or approve payment to any third-parties for hires made.","Provides analysis to different functions such as ManufacturingOperations, SIOP, …",communication;customer service;excel;google analytics;marketing;power bi;python;r;sales
job-00179,"About Hallgate Management: Hallgate Management is a property management company with a strong commitment to providing exceptional service to our clients and residents. We pride ourselves on our dedication to excellence, integrity, and continuous growth.
Position Overview: We are seeking a detail-oriented and experienced Multifamily Accountant to join our dynamic team. The ideal candidate will have a strong background in accounting with specific experience in the multifamily real estate sector. This role will be responsible for managing the financial aspects of our multifamily properties, ensuring accuracy, compliance, and timely reporting.
Key Responsibilities:Financial Reporting: Prepare monthly, quarterly, and annual financial statements for multifamily properties. Ensure all financial reports are accurate and in compliance with GAAP.Budgeting & Forecasting: Assist in the preparation of annual budgets and forecasts for multifamily properties. Monitor actual performance against budget and provide variance analysis.Accounts Payable & Receivable: Oversee the processing of invoices, rent collections, and ensure timely payments. Reconcile tenant ledgers and handle any discrepancies.Tax & Compliance: Work closely with external auditors and tax professionals to ensure all properties are in compliance with local, state, and federal regulations. Assist in the preparation of tax returns for multifamily properties.Financial Analysis: Conduct financial analysis on properties, including ROI, cash flow, and profitability metrics. Provide insights and recommendations to the management team.Collaboration: Work closely with property managers, leasing agents, and other departments to ensure smooth financial operations and provide support as needed.Continuous Improvement: Identify opportunities for process improvements, cost savings, and efficiencies within the accounting department.
Qualifications:Bachelor's degree in Accounting, Finance, or related field.Minimum of 3 years of accounting experience, with a focus on multifamily real estate.Proficiency in accounting software and Microsoft Office Suite.Strong analytical, organizational, and problem-solving skills.Excellent communication skills, both written and verbal.Ability to work independently and as part of a team.Knowledge of local, state, and federal tax regulations related to multifamily properties.
Benefits:Competitive salary and bonus structure.Comprehensive benefits package, including health, dental, and vision insurance.Retirement savings plan with company match.Professional development opportunities.A supportive and collaborative work environment.
Hallgate Management is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.",About Hallgate Management: Hallgate Management is a property management company …,accounting;budgeting;collaboration;communication;financial analysis;forecasting;reporting
job-00180,"This is a 3+ month contract and hybrid to Riverwoods, Il 
Must HaveAd Hoc AnalysisFinancial AccountingMicrosoft ExcelOracle
JOB DESCRIPTIONReports to director for accounting processes in Controller's department.Role will engage with business partners on processes on behalf of (and under direction of) director. The processes include the advancement of initiatives and projects, with decision-making to be guided by director. Knowledge of functions being supported will be obtained through interaction with existing team members.Advance various preventative risk activities and initiatives with moderate supervision.Assist staff in completion of daily general ledger account reconciliation activities and end-user-computing review. Assist director in management and escalation of activities impacting reconciliation processes performed by the team.Assist in the execution of reporting and analysis performed by the team, including that relating to month-end close and ad hoc reporting. Also may include assessing the reasonableness of accounting-related materials that support accruals and impairment analyses.Reflect an understanding of accounting principles, strong communication (verbally and written), and sound decision-making","This is a 3+ month contract and hybrid to Riverwoods, Il",accounting;communication;reporting
job-00181,"EDI Business Analyst 
 Location: hybrid, North Dallas metroplex (onsiteremote)
 Position Type: Full-time  Direct hire
 Salary: not to exceed $105,000 base salary + bonus

JOB SUMMARY 
 Vaco Technology is currently seeking a EDI Business Analyst for a direct hire opportunity. As an EDI Business Analyst, you will be a key player in ensuring efficient electronic data interchange (EDI) operations within our organization. Your role will encompass analyzing EDI transactions, collaborating with trading partners, and utilizing SAP systems to facilitate seamless communication. Your expertise will drive the optimization of EDI processes, ensuring accuracy, compliance, and successful data exchange.
 Key Responsibilities
 EDI ExpertisePossess a strong understanding of EDI concepts and standards, with a particular focus on the EDI 204 transaction for motor carrier load tendering.Familiarity with VAN (ValueAdded Network) services and their role in enabling secure and reliable EDI communication.Trading Partner ManagementLead the process of adding new EDI trading partners by coordinating agreements, data mapping, and communication protocols.Collaborate with crossfunctional teams to gather requirements, implement integration solutions, and ensure smooth onboarding.Transaction ValidationUtilize your analytical skills to validate the success of outbound EDI transactions, ensuring data accuracy and adherence to industry standards.Identify and troubleshoot issues related to data transmission and take corrective actions as necessary.SAP ProficiencyExhibit familiarity with SAP transactions relevant to EDI, including tcode WE02 (Display IDoc) and t-code WE20 (Partner Profile), which are essential for monitoring and configuring IDocs.IDoc ManagementExplain the role of IDocs in SAP and their significance in EDI, serving as electronic data containers for seamless information exchange between internal systems and trading partners.Issue ResolutionDemonstrate your problemsolving abilities when sales contacts report a missing EDI order.Employ a methodical approach to trace and rectify the missing order, liaising with internal teams, trading partners, and utilizing your EDI expertise to ensure timely resolution.SAP Table UtilizationHighlight the importance of SAP table KNMT in the EDI process flow, elucidating how it contributes to order processing, tracking, and reporting.Qualifications:Bachelor's degree in Business Administration, Information Technology, or related field (or equivalent experience).Indepth knowledge of EDI principles, standards, and best practices.Experience working with API's including, SQL, BizTalk and PIProficiency in SAP transactions related to EDI, including tcodes WE02 and WE20.Strong analytical skills and attention to detail.Excellent communication and collaboration skills to engage with diverse teams and external partners.Problemsolving mindset with the ability to manage and resolve complex EDI-related issues.Previous experience as an EDI analyst or in a similar role is a plus.",EDI Business Analyst,collaboration;communication;reporting;sales;sap;sql
job-00182,"Ledgent has partnered with an outstanding non-profit organization located in Los Angeles. They are searching for a Staff Accountant to join their team as soon as possible!
The Staff Accountant will be responsible for semi-monthly payroll, day to day accounts payables, monthly revenue journal entry, recording monthly GAAP related journal entries, ad hoc projects and other duties as assigned.
Quick Facts:Contract to hireOffice is in Watts area
Requirements:2+ years of accounting experienceNon-profit accounting experience is required

Please apply or email resume directly to: kgiles@ledgent.com",Ledgent has partnered with an outstanding non-profit organization located in Los…,accounting
job-00183,"At Meraki, were making IT easier, faster, and smarter. Our full-stack teams build and maintain our web application, which manages millions of network devices from our cloud. Our customers use the Meraki dashboard to monitor and configure critical IT infrastructure that serves tens of millions of people every single day.
As a Meraki Full Stack Engineer, you will collaborate with firmware engineers to design, plan, and build new features for our customers. With the help of product managers and UX designers, you will construct intuitive and powerful workflows to solve important problems for IT professionals around the world.
Merakis product Dashboard teams are small, fast-moving teams striving to make our products unique in balancing their feature-rich abilities and their simplicity. Youll be developing the tools by which our customers configure and monitor network devices all over the world. Our full-stack engineers are well versed in a wide array of CS concepts and excited to jump around languages, platforms, and all levels of the Meraki stack!
What you will do:
Developing the tools by which our customers configure and monitor network devices all over the world.
Collaborate with firmware engineers to design, plan, and build new core product features for our customers.
With the help of product managers and UX designers, you will construct intuitive and powerful workflows to solve important problems for IT professionals around the world.
Responsible for crafting and building some of the high-impact technology projects.
Involved in resolving some of the complex scale-related problems
Accountable for the stability of our product with a high customer focus.
Share your knowledge by giving brown bags, tech talks, and evangelizing engineering standard methodologies.
You are an ideal candidate if you:
Have 5+ years of experience writing professional production codeHave 3+ years of experience in building rich web UIs with React (and Redux), Javascript, Java or similar frameworksHave 3+ years of experience in web backend technologies, like Ruby on RailsCan implement good database design in a relational database (we use Postgres). Have experience with customer-centric designWould thrive on a small engineering team and are excited to solve open-ended problems across the stack. Are interested in career advancement. Were looking for leaders, whether that means you want to be a strong leading individual contributor or you want to grow into a tech lead roleBonus points for any of the following:
Experience or interest in networkingExperience building cloud-based infrastructure and services (e.g. web applications). 
Cisco is an Affirmative Action and Equal Opportunity Employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, genetic information, age, disability, veteran status, or any other legally protected basis.
At Cisco Meraki, were challenging the status quo with the power of diversity, inclusion, and collaboration. When we connect different perspectives, we can imagine new possibilities, inspire innovation, and release the full potential of our people. Were building an employee experience that includes appreciation, belonging, growth, and purpose for everyone.","At Meraki, were making IT easier, faster, and smarter. Our full-stack teams buil…",collaboration;dashboard;database design;java;javascript;postgres;react;ruby
job-00184,"LHH Recruitment Solutions is partnering with a company that will be relocating to St. Louis Park and looking for an experienced Accountant to support their centrally located clients in Food production. Here you will establish relationships within the home office as well as support manufacturing locations in month end procedure, journal entries as well as participate with the budgeting and forecasting processes.
Key Responsibilities: Perform a variety of accounting responsibilities as well as forecasting and budgeting in fixed assetsSupport centralized functions for 5 manufacturing locationsMonth end close, journal entries, account reconciliations, month end reportingProvide parent company communication including monthly reporting

Qualifications: 2+ years experience with month end close, journal entriesSame industry experience a plusBachelors Accounting or Finance
Skills:MS Excel, ERP system experienceStrong communication skills and ability to communicate with other teams 
CompensationBenefits: $65,000-$85,000Benefits apply to hiring company
Worksite TypeScheduleTime zone: Hybrid 3 days in office, 2 days homeEqual opportunity employer minoritieswomenveteransdisabled.",LHH Recruitment Solutions is partnering with a company that will be relocating t…,accounting;budgeting;communication;excel;forecasting;recruitment;reporting
job-00185,"ROR Partners is a rapidly growing, client-driven digital marketing and data company. We offer proven marketing solutions to a variety of vertical industries on a nationwide basis.
ROR is seeking a Principal Data Engineer to serve as a key data architect and team leader on our data engineering team. The successful candidate will have demonstrated deep understanding and passion for designing and implementing robust ETL and ELT data pipelines. Position is remote and reports to the VP, Engineering. Salary is $170K to $195K and is determined by factors such as location, experience, and expertise. 
What you will doBuild, maintain, and administer our Snowflake data warehouse using Data Build Tool (dbt)Implement and maintain data pipelines between various operational systems and our data warehouse using Python, Airflow and integration platformsCreate and maintain documentation of data architectureCollaborate with internal and external stakeholders to ensure that data requirements are addressedMentor and lead other data engineering team members and participate in peer design and code reviewsShip production-quality features independentlyWork efficiently and productively in a remote-first work environmentCommunicate and collaborate effectively, both verbally and in writingLearn independently - keep up to date with developments in the field
QualificationsWhat we are looking forHistory of professional experience shipping production quality code independentlyAbility and desire to lead and mentor a team of data engineersExpertise with SQL and cloud-based analytical data warehouses (Snowflake preferred)Expertise building end-to-end data pipelines using Airflow and dbt (data build tool) or comparable technologiesDeep understanding of ETL and ELT patterns and best practicesStrong data modeling skills and familiarity with the Kimball data warehousing methodologyExperience writing Python code for data processingDesire to continually keep up with advancements in data engineering practicesExperience conducting design and code reviewsStrong analytical skills and independent learning styleExperience with git and use of the command line requiredExperience with AWS and CloudFormation, or comparable cloud services and IaC tools preferredExperience with Docker and Docker Compose preferredSubject matter familiarity with digital marketing and digital activation is preferred
EducationTrainingRequired: BS Degree in computer science or related STEM field
Experience8+ years of experience in data science, software engineering or related technical fields.
ROR Partners is an Equal Opportunity Employer. ROR Partners policy is not to discriminate against any applicant or employee based on actual or perceived race, age, sex or gender (including pregnancy), marital status, national origin, ancestry, citizenship status, mental or physical disability, religion, creed, color, sexual orientation, gender identity or expression (including transgender status), veteran status, genetic information, or any other characteristic protected by applicable federal, state or local law. ROR Partners also prohibits harassment of applicants and employees based on any of these protected categories.
ROR Partners will provide accommodations to applicants as needed.","ROR Partners is a rapidly growing, client-driven digital marketing and data comp…",airflow;aws;cloudformation;data engineering;data modeling;data pipelines;data science;data warehousing;dbt;docker;elt;etl;git;marketing;python;snowflake;sql
job-00186,"About UsSkadden, Arps, Slate, Meagher & Flom LLP (Skadden) has forged a reputation as one of the most prestigious law firms in the world. By relying on innovation, intellect, teamwork and tenacity, our lawyers deliver the highest quality advice and novel solutions to our clients' legal issues. We are recognized as a global powerhouse for complex transactions, litigationcontroversy issues, and regulatory matters, as well as for the open, collaborative relationships we build with clients. Our attorneys, who reflect diverse backgrounds and perspectives, collaborate seamlessly across 50-plus practices and 21 offices in the worlds major financial centers.

The OpportunityWe are seeking a Tax Accountant - Expatriate to join our Firm in our White Plains office (hybrid). This role will be responsible for assisting the Project Supervisor with international individual tax and payroll matters pertaining to Partners and employees. Responsibilities include, but are not limited to:Prepare work papers involving expatriate tax matters, international payroll tax filings, as well as other special projects as requested.Assist with foreign tax return compliance and projects as needed.Reconcile and maintain related general ledger accounts.Prepare, including reconciling, compensation accounting and reporting for international employees in the U.S., United Kingdom, China, Korea, Singapore, and Hong Kong.Timely handle ad hoc inquiries posed by international employees and management.Assist with quarterly U.S. income tax payments andor withholdings for Partners in overseas offices, including coordination with their accountants and the Partner Accounting group.Research and analyze U.S. and international payroll tax laws as directed by Project Supervisor.Establish and maintain effective working relationships with attorneys, accountants and departments within the Firm.Prepare quarterly Partner memorandums relating to expatriate emoluments.Keep abreast of relevant tax law developments and changes.Develop a working knowledge of the Firm's payroll to analyze, compile, and reconcile payroll data as directed by Project Supervisor.Review add-to-earnings reports on a monthly basis and continually maintain the Firm's tax preparation authorization list.Partner with team to analyze and verify Partner taxes paidwithheld reconcile to amounts remitted to the authorities on behalf of the Partners.Demonstrate effective interpersonal, written and verbal communication skills to facilitate effective work relationships with others.Manage Firm resources responsibly.Comply with and understands Firm operation, policies and procedures.Perform other related duties as assigned.
Qualifications
Knowledge of relevant firm computer software programs (e.g., Outlook, Excel, PowerPoint), with the ability to learn new software and operating systemsExcellent knowledge of Microsoft Excel to execute complex functions (e.g., vhlookups, pivot tables, formula nesting)Ability to learn international payroll issues pertaining to expatriatesAbility to prioritize and manage multiple deliverables with competing timelinesWorking knowledge of U.S. and International payroll tax rulesExcellent analytical skillsEffective problem solverDemonstrates effective interpersonal and communication skills, both verbally and in writingDemonstrates close attention to detailExcellent analytical, troubleshooting, organizational, and planning skillsAbility to handle multiple projects and shifting prioritiesAbility to handle sensitive matters and maintain confidentialityAbility to organize and prioritize workAbility to work well in a demanding and fast-paced environmentAbility to work well independently as well as effectively within a teamAbility to use discretion and exercise independent and sound judgmentFlexibility to adjust hours and work the hours necessary to meet operating and business needs
ExperienceEducationBachelor's Degree in AccountingSix months related experience
Salary DetailsThe starting base salary for this New York position is expected to be between $70,000 to $80,000 annually. Actual salary will be determined based on skills, experience (to the extent relevant) and other-job related factors, consistent with applicable law.
Culture & Life at SkaddenWhat makes Skadden special is our people and the culture, community and spirit of collaboration we have created. We believe in teamwork and inspiring each other to be our best in an atmosphere that promotes professionalism and excellence in all that we do. We know that inclusion, equity and drawing on the strength of a wide spectrum of diverse talent only make us better and is vital to the firm's success. Our goal is for everyone at the firm to enjoy a challenging career with opportunities for development and growth and to support the well-being of our attorneys and professional staff.
BenefitsThe overall well-being of our team is important to us. We offer generous benefits to help you achieve wellness in all areas of your life.Competitive salaries and year-end discretionary bonuses.Comprehensive health care (medical, dental, vision), savings plan401(k) and voluntary benefits.Generous paid time off.Paid leave options, including parental.In-classroom, remote, and on-demand learning and professional development opportunities.Robust well-being classes and programs.Opportunities to give back and make an impact in local communities.
For further details, please visit: https:www.skadden.comcareersstaffemployee-benefits
Skadden is an Equal Opportunity Employer (DisabilityVetother protected categories). For more information, please visit Skadden.comcareers.","About UsSkadden, Arps, Slate, Meagher & Flom LLP (Skadden) has forged a reputati…",accounting;collaboration;communication;excel;reporting;teamwork
job-00187,"Purpose StatementThe Software Engineering Manager will be responsible for hiring and leading technical teams within our digital & IT department. This leader should have a vision and technical understanding for modernizing internal software infrastructure and coordinating with and insourcing from external vendors. The position will oversee a staff of internal and consultant developers and will be responsible for architecting and delivering prioritized cross-functional software development needs across websites, portals, CRMs, and ERP platforms. This person should be experienced at developing and following best practices in agile methodologies, building secure applications according to modern best practices. An analytical mindset and ability to resource effectively will be essential for this role. Essential Functions To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, andor ability required.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions:Responsibility to analyze, architect, design, develop and support all software application systems.Lead software development team to develop, document and maintain modern web-based applications. Develop and manage software engineering applications utilizing standard development tools.Develop and implement software engineering plans appropriately.Manage all software engineering schedules, budget, and resource allocation.Manage joint development with 3rd party vendors as well as outsourced development.Assist software development team to attain optimal team performance through removing technical obstacles.Help improve team processes and handle resource conflicts when they arise.Provide leadership, development, and technical vision to the engineering team and consultantscontractors across different geographic locations.Collaborate with product teams on priorities, along with infrastructure and security teams for best practices. Skills and Abilities.Strong leadership, communication, organization, and problem-solving skills.Must be highly organized with the ability to effectively prioritize work.Expertise in web-based 3-tier application and security architecture.Experience building consumer-facing web and mobile software solutions at scale, within the agile framework.Ability to influence and adapt to continuous improvement driven change. Qualifications  Education & Experience.A BSMS degree in Computer Science, Software Engineering, or related field.5+ years of technical resource supervision or management experience.10+ years of hands-on professional coding experience.Experience with change management and agile methodologies. Experience with waterfall methodologies would be helpful.Knowledge of common security vulnerabilities and how to mitigate them.Experience with techniques such as input validation, encryption, and secure authentication.Experience with security and compliance. Understanding of data privacy regulations such as GDPR and experience in ensuring applications comply with accessibility and security standards.Strong knowledge of PHP. Experience with CMS systems such as WordPress, Drupal, Shopify, Squarespace, and Joomla.Deep understanding of PHP frameworks such as Slim, Laravel, and Symfony.Good understanding of JavaScriptNode and JavaScript frameworks, such as ReactReact Native, Sencha, Vue.js, etc.Experience with relational, NoSQL, and key-value databases such as MySQL, MongoDB, and Redis.Excellent knowledge of API development. Experience with RESTful APIs using OAuth2JWT tokens and an understanding of the efficient delivery of payloads for mobile devices.Modern understanding of web markup, using HTML5, CSS3, and other related technologies such as Babel, Webpack, TypeScript, LESSSASS, etc.Proficient with GitMercurialSVN.Experience with Docker for containerization for orchestration.Proficiency in writing unit tests, integration tests and end-to-end tests. Familiar with testing frameworks such as PHPUnit, Jest, or Mocha.Experience with Atlassian suite of tools (Jira, Confluence, Bitbucket).",Purpose StatementThe Software Engineering Manager will be responsible for hiring…,agile;api development;communication;confluence;docker;javascript;jira;leadership;mongodb;mysql;nosql;php;redis;typescript;vue
job-00188,"Industry leading client is seeking a Senior Accountant to join growing team. Direct hire, 5 days in-office, reports to Santa Fe Springs, CA.
Overview: The position is primarily responsible for the areas associated with general accounting. Responsible for assigned account reconciliations, journal entries, lease accounting and financial reporting.
Responsibilities:Maintain lease accounting schedules Prepare monthly accrualsResponsible for prepaids  amortization Maintain rent schedule  provide to APPrepare and record month-end allocationsResponsible for financial reporting package & flux analysisProvide operational reporting to departmentsReconcile balance sheet accounts as assigned
Qualifications:This position requires a bachelor's degree in accounting or business with concentration in accounting.Minimum 5 years experience preferred.Experience in performing full-cycle accounting and close.Strong technical skills in applying US GAAP rules are a plus.Intermediate to advanced knowledge of Microsoft Excel required.",Industry leading client is seeking a Senior Accountant to join growing team. Dir…,accounting;excel;reporting
